98f43f7cc374d9b464f0e402b3dc9b08	EU678466.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_minima_290618	92.508	100	2.35e-121	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	KR055655.1.12662.14260###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;Thelebolales_292491;Thelebolaceae_46451;Pseudogymnoascus_78156;Pseudogymnoascus_pannorum_79858	92.182	100	1.09e-119	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	EU678418.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_verrucosa_290615	92.182	100	1.09e-119	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	EU678458.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_verrucosa_290615	92.182	100	1.09e-119	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	EU678453.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_levissima_533304	92.182	100	1.09e-119	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	EU678449.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_verrucosa_290615	91.857	100	5.09e-118	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	EU678463.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_verrucosa_290615	91.857	100	5.09e-118	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	EU678464.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_terminalis_290616	91.857	100	5.09e-118	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	EU678429.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_levissima_533304	91.857	100	5.09e-118	307	0	N/A	N/A	N/A
98f43f7cc374d9b464f0e402b3dc9b08	EU678450.1.<1.>628###root_1;Eukaryota_2759;Ascomycota_4890;Leotiomycetes_147548;order_family_Leohumicola_290614;family_Leohumicola_290614;Leohumicola_290614;Leohumicola_atra_533305	91.857	100	5.09e-118	307	0	N/A	N/A	N/A
cf85355374ee11ac43984a51964abcc3	OP830264.1.<1.>658###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Harpacticoida_41212;Canthocamptidae_298464;Mesochra_512231;Mesochra_alaskana_3090731	99.672	100	1.73e-157	305	0	N/A	N/A	N/A
cf85355374ee11ac43984a51964abcc3	OP830286.1.<1.>658###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Harpacticoida_41212;Canthocamptidae_298464;Mesochra_512231;Mesochra_alaskana_3090731	92.459	100	8.47e-121	305	0	N/A	N/A	N/A
cf85355374ee11ac43984a51964abcc3	OP829930.1.<1.>605###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Harpacticoida_41212;Canthocamptidae_298464;Mesochra_512231;Mesochra_alaskana_3090731	93.040	90	1.11e-109	273	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	OP830299.1.<1.>654###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	98.689	100	6.25e-152	305	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	OP829918.1.<1.>658###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	98.689	100	6.25e-152	305	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	OP830158.1.<1.>620###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	98.361	100	2.91e-150	305	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	MZ964924.1.<1.>642###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	98.361	100	2.91e-150	305	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	OP830026.1.<1.>658###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	98.361	100	2.91e-150	305	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	OP830342.1.<1.>658###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	98.361	100	2.91e-150	305	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	OP830100.1.<1.>631###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	98.582	92	3.81e-139	282	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	MZ517492.1.<1.>603###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	95.410	100	2.97e-135	305	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	MZ517438.1.<1.>582###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	95.410	100	2.97e-135	305	0	N/A	N/A	N/A
9e01c2e17868f015069b727e780bb422	OP829962.1.<1.>658###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	95.410	100	2.97e-135	305	0	N/A	N/A	N/A
43a1de1764fbc4b6139c9f725e1012ed	OP830299.1.<1.>654###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	99.344	100	8.06e-156	305	0	N/A	N/A	N/A
43a1de1764fbc4b6139c9f725e1012ed	OP829918.1.<1.>658###root_1;Eukaryota_2759;Arthropoda_6656;Hexanauplia_72037;Cyclopoida_84308;Cyclopidae_84315;Mesocyclops_245081;Mesocyclops_edax_245082	99.344	100	8.06e-156	305	0	N/A	N/A	N/A
