f1b53a3d45f0c53f4e274d0af0f34f83	gi|972385447|gb|KT869378.1|	99.485	100	1.05e-92	194	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|215511576|gb|FJ445403.1|	99.485	100	1.05e-92	194	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|215511520|gb|FJ445399.1|	99.485	100	1.05e-92	194	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|215511506|gb|FJ445398.1|	99.485	100	1.05e-92	194	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|225622209|ref|NC_012312.1|	98.969	100	4.90e-91	194	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|215511534|gb|FJ445400.1|	98.969	100	4.90e-91	194	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|1129799469|gb|KX686091.1|	99.474	98	1.76e-90	190	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|1129799455|gb|KX686077.1|	99.474	98	1.76e-90	190	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|215511548|gb|FJ445401.1|	98.454	100	2.28e-89	194	8078	Fundulus heteroclitus	bony fishes	mummichog
f1b53a3d45f0c53f4e274d0af0f34f83	gi|1129799470|gb|KX686092.1|	98.947	98	8.20e-89	190	8078	Fundulus heteroclitus	bony fishes	mummichog
58beb6d3c08d95592062399861df8743	gi|821091582|gb|KP644368.1|	99.490	100	8.24e-94	196	34823	Microgadus tomcod	bony fishes	Atlantic tomcod
58beb6d3c08d95592062399861df8743	gi|2095925524|gb|OK172579.1|	98.980	100	3.83e-92	196	34823	Microgadus tomcod	bony fishes	Atlantic tomcod
58beb6d3c08d95592062399861df8743	gi|1772510469|gb|MH061100.1|	97.970	100	8.30e-89	197	8047	Eleginus gracilis	bony fishes	saffron cod
58beb6d3c08d95592062399861df8743	gi|1772510455|gb|MH061099.1|	97.970	100	8.30e-89	197	8047	Eleginus gracilis	bony fishes	saffron cod
58beb6d3c08d95592062399861df8743	gi|1772510441|gb|MH061098.1|	97.970	100	8.30e-89	197	8047	Eleginus gracilis	bony fishes	saffron cod
58beb6d3c08d95592062399861df8743	gi|1772510427|gb|MH061097.1|	97.970	100	8.30e-89	197	8047	Eleginus gracilis	bony fishes	saffron cod
