2234a7960e2fa9194dcb81af0853c470	gi|2743794584|emb|OZ075450.3|	100.000	100	8.49e-99	202	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|2743737636|emb|OZ076302.1|	100.000	100	8.49e-99	202	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|2743737614|emb|OZ076280.1|	99.505	100	3.95e-97	202	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|2743737592|emb|OZ076258.1|	99.505	100	3.95e-97	202	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|2743737528|emb|OZ076194.1|	99.505	100	3.95e-97	202	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|2743737464|emb|OZ076130.1|	99.505	100	3.95e-97	202	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|2743737549|emb|OZ076215.1|	99.020	100	5.11e-96	204	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|392513447|emb|FO082273.1|	99.010	100	6.61e-95	202	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|2743737486|emb|OZ076152.1|	98.515	100	3.07e-93	202	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
2234a7960e2fa9194dcb81af0853c470	gi|2743737570|emb|OZ076236.1|	98.030	100	3.98e-92	203	41875	Bathycoccus prasinos	green algae	Bathycoccus prasinos
6ff5f030149fa3df1631ad4c95b2eb8f	gi|336111310|gb|JF488763.1|	100.000	100	6.12e-121	242	1010472	eukaryote SCGC AAA071-P07	eukaryotes	eukaryote SCGC AAA071-P07
db65321b44edc67be10a7726a5567aa8	gi|1381388544|ref|NC_037436.1|	98.734	100	3.62e-113	237	77931	Teleaulax amphioxeia	cryptomonads	Teleaulax amphioxeia
e5ac6bc8c19395c54f742c6d6858d843	gi|1381388544|ref|NC_037436.1|	100.000	100	3.59e-118	237	77931	Teleaulax amphioxeia	cryptomonads	Teleaulax amphioxeia
0e7189dbe78b62d0a9bc2d57ebf165f0	gi|1381388544|ref|NC_037436.1|	99.578	100	1.67e-116	237	77931	Teleaulax amphioxeia	cryptomonads	Teleaulax amphioxeia
