98f43f7cc374d9b464f0e402b3dc9b08	gi|1150084095|ref|NC_033907.1|	92.508	100	4.83e-118	307	655981	Pseudogymnoascus destructans	ascomycete fungi	Pseudogymnoascus destructans
98f43f7cc374d9b464f0e402b3dc9b08	gi|189187601|gb|EU678466.1|	92.508	100	4.83e-118	307	290618	Leohumicola minima	ascomycete fungi	Leohumicola minima
98f43f7cc374d9b464f0e402b3dc9b08	gi|849123696|ref|NC_027422.1|	92.182	100	2.25e-116	307	79858	Pseudogymnoascus pannorum	ascomycete fungi	Pseudogymnoascus pannorum
98f43f7cc374d9b464f0e402b3dc9b08	gi|189187585|gb|EU678458.1|	92.182	100	2.25e-116	307	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
98f43f7cc374d9b464f0e402b3dc9b08	gi|189187507|gb|EU678419.1|	92.182	100	2.25e-116	307	533304	Leohumicola levissima	ascomycete fungi	Leohumicola levissima
98f43f7cc374d9b464f0e402b3dc9b08	gi|189187505|gb|EU678418.1|	92.182	100	2.25e-116	307	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
98f43f7cc374d9b464f0e402b3dc9b08	gi|189187597|gb|EU678464.1|	91.857	100	1.04e-114	307	290616	Leohumicola terminalis	ascomycete fungi	Leohumicola terminalis
98f43f7cc374d9b464f0e402b3dc9b08	gi|189187591|gb|EU678461.1|	91.857	100	1.04e-114	307	290619	Leohumicola sp. DAOM 231148	ascomycete fungi	Leohumicola sp. DAOM 231148
98f43f7cc374d9b464f0e402b3dc9b08	gi|189187581|gb|EU678456.1|	91.857	100	1.04e-114	307	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
98f43f7cc374d9b464f0e402b3dc9b08	gi|189187569|gb|EU678450.1|	91.857	100	1.04e-114	307	533305	Leohumicola atra	ascomycete fungi	Leohumicola atra
dd1cf2c056c436caa994e53a46eb6223	gi|1799624616|gb|MN122931.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|1517391475|gb|MH194498.2|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|2018537065|gb|MW818226.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|2018537050|gb|MW818211.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|426260619|gb|KC193777.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|426260605|gb|KC193776.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|426260591|gb|KC193775.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|426260577|gb|KC193774.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|426260549|gb|KC193772.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
dd1cf2c056c436caa994e53a46eb6223	gi|426260535|gb|KC193771.1|	100.000	100	3.31e-82	172	7950	Clupea harengus	bony fishes	Atlantic herring
cf85355374ee11ac43984a51964abcc3	gi|2616761419|gb|OP830264.1|	99.672	100	3.54e-154	305	3090731	Mesochra alaskana	crustaceans	Mesochra alaskana
