ba0ea95949d891a96019ae8d581d6362	gi|2504366772|emb|OX595995.1|	98.966	100	1.58e-142	290	3041873	Nitzschia sp. DOCU1	diatoms	Nitzschia sp. DOCU1
2d387ca0f4d82a3403e1ab2e37965724	gi|378781160|emb|FR837876.1|	95.652	100	1.09e-108	253	66402	Neochildia fusca	animals	Neochildia fusca
55e1fa2662dd93150daf0ac720383aac	gi|2101441623|gb|MZ268992.1|	97.628	100	5.02e-117	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
1a0d7ea3a8849087f0511c1aaf6ce83d	gi|1509160131|gb|MG421206.1|	99.605	100	2.30e-125	253	714603	Nephtys caeca	segmented worms	Nephtys caeca
1a0d7ea3a8849087f0511c1aaf6ce83d	gi|305653377|gb|HQ024111.1|	99.206	99	3.85e-123	252	880389	Nephtys sp. CMC02	segmented worms	Nephtys sp. CMC02
cf9987eb94fe8c77e4369354b34477ff	gi|440197815|gb|JQ798691.1|	90.079	99	8.76e-85	252	1274951	Heterolepidoderma sp. 1 TK-2012	gastrotrichs	Heterolepidoderma sp. 1 TK-2012
74f985dd2df3968ac510762f853640b6	gi|1199895506|ref|NC_034948.1|	99.206	99	3.85e-123	252	504439	Isodiametra pulchra	animals	Isodiametra pulchra
780400b541b828ceff70aac655c0356b	gi|1199895506|ref|NC_034948.1|	98.810	99	1.79e-121	252	504439	Isodiametra pulchra	animals	Isodiametra pulchra
d6a569f7099f8b02bd9937d4cb57294d	gi|1199895506|ref|NC_034948.1|	98.810	99	1.79e-121	252	504439	Isodiametra pulchra	animals	Isodiametra pulchra
aa83d866b951a09d8637b32bcb73ed59	gi|2431519976|ref|NC_070174.1|	91.270	99	8.70e-90	252	1664388	Pseudofabraea citricarpa	ascomycete fungi	Pseudofabraea citricarpa
aa83d866b951a09d8637b32bcb73ed59	gi|1847692839|ref|NC_048507.1|	90.476	99	1.88e-86	252	1955577	Antarctomyces pellizariae	ascomycete fungi	Antarctomyces pellizariae
aa83d866b951a09d8637b32bcb73ed59	gi|2577880326|ref|NC_082276.1|	90.476	99	1.88e-86	252	89416	Antarctomyces psychrotrophicus	ascomycete fungi	Antarctomyces psychrotrophicus
aa83d866b951a09d8637b32bcb73ed59	gi|195969288|gb|EU883400.1|	90.119	100	2.44e-85	253	164536;164539	Tetracladium apiense	ascomycete fungi	Tetracladium apiense
aa83d866b951a09d8637b32bcb73ed59	gi|189187583|gb|EU678457.1|	90.119	100	2.44e-85	253	290615	Leohumicola verrucosa	ascomycete fungi	Leohumicola verrucosa
aa83d866b951a09d8637b32bcb73ed59	gi|1150084095|ref|NC_033907.1|	90.079	99	8.76e-85	252	655981	Pseudogymnoascus destructans	ascomycete fungi	Pseudogymnoascus destructans
3abec841084d27c884a5ec13ac945987	gi|2497691078|gb|OQ707026.1|	90.476	99	6.77e-86	252	1562163	Neopestalotiopsis cubana	ascomycete fungi	Neopestalotiopsis cubana
3abec841084d27c884a5ec13ac945987	gi|2497691058|gb|OQ707025.1|	90.476	99	6.77e-86	252	1562163	Neopestalotiopsis cubana	ascomycete fungi	Neopestalotiopsis cubana
3abec841084d27c884a5ec13ac945987	gi|2440032391|ref|NC_071220.1|	90.476	99	6.77e-86	252	1562163	Neopestalotiopsis cubana	ascomycete fungi	Neopestalotiopsis cubana
3abec841084d27c884a5ec13ac945987	gi|372460092|gb|JN574872.1|	90.476	99	6.77e-86	252	131350	Calonectria colhounii	ascomycete fungi	Calonectria colhounii
aaa0b9df1792a81fee52195374663f96	gi|808156068|gb|KP421605.1|	99.605	100	2.30e-125	253	1597449	Mandibulata sp. NZAC 03011075	arthropods	Mandibulata sp. NZAC 03011075
7cad169bf22e78201a27ab768ffcca6d	gi|225542698|gb|FJ196103.1|	100.000	100	2.27e-125	250	560971	Crisia aculeata	bryozoans	Crisia aculeata
256c942e240ef862616275daa67224ad	gi|2101441623|gb|MZ268992.1|	97.233	100	2.34e-115	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
b776d6d5da4db6e99ed1618caa4b8945	gi|2101441623|gb|MZ268992.1|	97.628	100	5.02e-117	253	2878440	Cyclopidae sp. CCG1_Katla	crustaceans	Cyclopidae sp. CCG1_Katla
